record_id,source,doi,title,year,status,matched_rule,matched_record_id,matched_source
S_451,Scopus,10.3390/microorganisms13061410,The Interplay Between the Gut Microbiota and Colorectal Cancer: A Review of the Literature,2025,removed as duplicate,exact DOI match,W_328,WoS
S_452,Scopus,10.1016/j.chembiol.2024.10.013,A yeast-based oral therapeutic delivers immune checkpoint inhibitors to reduce intestinal tumor burden,2025,removed as duplicate,exact DOI match,W_46,WoS
S_453,Scopus,10.1007/s12672-025-03574-0,Gut microbiota as a hidden modulator of chemotherapy: implications for colorectal cancer treatment,2025,removed as duplicate,exact DOI match,W_256,WoS
S_454,Scopus,10.1186/s13020-025-01124-y,Natural anti-cancer products: insights from herbal medicine,2025,removed as duplicate,exact DOI match,W_602,WoS
S_457,Scopus,10.3389/fphar.2025.1633286,"Clinical research, mechanisms, and prospects of flavonoids from Herba Patriniae in the treatment of colorectal cancer",2025,removed as duplicate,exact DOI match,W_487,WoS
S_461,Scopus,10.3390/ijms25052984,"Molecular Frontiers in Melanoma: Pathogenesis, Diagnosis, and Therapeutic Advances",2024,removed as duplicate,exact DOI match,W_666,WoS
S_463,Scopus,10.1186/s12943-025-02456-x,Microbiome-targeted nanoplatforms and engineering approaches in breast cancer therapy,2025,removed as duplicate,exact DOI match,W_407,WoS
S_464,Scopus,10.1007/s11033-025-10361-1,Integrating alternative therapies in overcoming chemotherapy resistance in tumors,2025,removed as duplicate,exact DOI match,W_546,WoS
S_465,Scopus,10.1080/19490976.2024.2320280,Roles of microbiota in pancreatic cancer development and treatment,2024,removed as duplicate,exact DOI match,W_417,WoS
S_466,Scopus,10.3389/fonc.2025.1537805,Uncovering the research evolution and hotspots of metabolism in renal cell carcinoma over the last decade,2025,removed as duplicate,exact DOI match,W_872,WoS
S_467,Scopus,10.1172/jci181243,Gut microbial metabolite 4-hydroxybenzeneacetic acid drives colorectal cancer progression via accumulation of immunosuppressive PMN-MDSCs,2025,removed as duplicate,exact DOI match,W_314,WoS
S_469,Scopus,10.2174/0115748928269276231120103256,Mechanisms of Anti-PD Therapy Resistance in Digestive System Neoplasms,2025,removed as duplicate,exact DOI match,W_470,WoS
S_473,Scopus,10.1016/j.celrep.2025.115358,De-coding the complex role of microbial metabolites in cancer,2025,removed as duplicate,exact DOI match,W_866,WoS
S_474,Scopus,10.1016/j.bbadis.2024.167230,Microecological regulation in HCC therapy: Gut microbiome enhances ICI treatment,2024,removed as duplicate,exact DOI match,W_2,WoS
S_478,Scopus,10.1016/j.ijbiomac.2024.134212,Review of METTL3 in colorectal cancer: From mechanisms to the therapeutic potential,2024,removed as duplicate,exact DOI match,W_362,WoS
S_480,Scopus,10.1016/j.ccell.2023.12.003,Melanoma and microbiota: Current understanding and future directions,2024,removed as duplicate,exact DOI match,W_106,WoS
S_484,Scopus,10.3390/cimb47100815,Quinoa and Colonic Health: A Review of Bioactive Components and Mechanistic Insights,2025,removed as duplicate,exact DOI match,W_543,WoS
S_487,Scopus,10.3390/ijms232213750,Influence of the Microbiome Metagenomics and Epigenomics on Gastric Cancer,2022,removed as duplicate,exact DOI match,W_270,WoS
S_490,Scopus,10.3389/fimmu.2024.1457562,"Daikenchuto, a Japanese herbal medicine, ameliorates experimental colitis in a murine model by inducing secretory leukocyte protease inhibitor and modulating the gut microbiota",2024,removed as duplicate,exact DOI match,W_705,WoS
S_492,Scopus,10.1177/17588359221148029,Immunotherapy in hepatocellular carcinoma: how will it reshape treatment sequencing?,2023,removed as duplicate,exact DOI match,W_118,WoS
S_495,Scopus,10.3390/biology12081151,Intestinal Flora in Chemotherapy Resistance of Biliary Pancreatic Cancer,2023,removed as duplicate,exact DOI match,W_282,WoS
S_496,Scopus,10.3390/cancers12123729,Primary and acquired resistance to immunotherapy in lung cancer: Unveiling the mechanisms underlying of immune checkpoint blockade therapy,2020,removed as duplicate,exact DOI match,W_188,WoS
S_498,Scopus,10.4014/jmb.2301.01031,Anticancer Effects of Gut Microbiota-Derived Short-Chain Fatty Acids in Cancers,2023,removed as duplicate,exact DOI match,W_477,WoS
S_508,Scopus,10.1016/j.canlet.2023.216182,Immune-checkpoint inhibitor resistance in cancer treatment: Current progress and future directions,2023,removed as duplicate,exact DOI match,W_25,WoS
S_509,Scopus,10.3390/cancers15082352,Local Delivery of Immunomodulatory Antibodies for Gastrointestinal Tumors,2023,removed as duplicate,exact DOI match,W_133,WoS
S_510,Scopus,,Ulcerative Colitis: Rapid Evidence Review,2022,removed as duplicate,normalised title match,W_585,WoS
S_512,Scopus,10.1016/j.bpg.2020.101703,Immunotherapy induced enterocolitis and gastritis – What to do and when?,2020,removed as duplicate,exact DOI match,W_148,WoS
S_513,Scopus,10.1016/j.canlet.2022.216038,Immune checkpoint inhibitor resistance in hepatocellular carcinoma,2023,removed as duplicate,exact DOI match,W_65,WoS
S_517,Scopus,10.3390/pharmaceutics14040746,The Intake of Coffee Increases the Absorption of Aspirin in Mice by Modifying Gut Microbiome,2022,removed as duplicate,exact DOI match,W_275,WoS
S_519,Scopus,10.3748/wjg.v28.i23.2546,Fecal microbiota transplantation in the metabolic diseases: Current status and perspectives,2022,removed as duplicate,exact DOI match,W_267,WoS
S_520,Scopus,10.1093/ibd/izaa111,Fungal Dysbiosis Aggravates Pouchitis in a Rat Model of Ileal Pouch Anal Anastomosis,2020,removed as duplicate,exact DOI match,W_621,WoS
S_521,Scopus,10.1016/j.bbcan.2023.188943,"The correlation between gut and intra-tumor microbiota and PDAC: Etiology, diagnostics and therapeutics",2023,removed as duplicate,exact DOI match,W_515,WoS
S_522,Scopus,10.3390/biomedicines10071758,Bladder Tissue Microbiome Composition in Patients of Bladder Cancer or Benign Prostatic Hyperplasia and Related Human Beta Defensin Levels,2022,removed as duplicate,exact DOI match,W_815,WoS
S_523,Scopus,10.1016/j.clbc.2021.09.002,Microbiome Assisted Tumor Microenvironment: Emerging Target of Breast Cancer,2022,removed as duplicate,exact DOI match,W_342,WoS
S_524,Scopus,10.1016/j.jcmgh.2021.06.001,Lactobacillus rhamnosus GG Orchestrates an Antitumor Immune Response,2021,removed as duplicate,exact DOI match,W_520,WoS
S_526,Scopus,10.1088/1758-5090/acc279,Microphysiological systems to study colorectal cancer: State-of-the-art,2023,removed as duplicate,exact DOI match,W_880,WoS
S_527,Scopus,10.1186/s12885-021-08060-8,The EPICURE study: a pilot prospective cohort study of heterogeneous and massive data integration in metastatic breast cancer patients,2021,removed as duplicate,exact DOI match,W_959,WoS
S_529,Scopus,10.3389/fonc.2022.817548,The Landscape of Immunotherapy Resistance in NSCLC,2022,removed as duplicate,exact DOI match,W_139,WoS
S_530,Scopus,10.3390/ijms23010488,The impact of the microbiome on resistance to cancer treatment with chemotherapeutic agents and immunotherapy,2022,removed as duplicate,exact DOI match,W_120,WoS
S_533,Scopus,10.3390/cancers12113234,"Recent discoveries of diagnostic, prognostic and predictive biomarkers for pancreatic cancer",2020,removed as duplicate,exact DOI match,W_905,WoS
S_536,Scopus,10.1016/j.bbcan.2023.188990,"Modulating the gut microbiota by probiotics, prebiotics, postbiotics, and fecal microbiota transplantation: An emerging trend in cancer patient care",2023,removed as duplicate,exact DOI match,W_218,WoS
S_537,Scopus,10.1002/advs.202207366,A Review of Gut Microbiota-Derived Metabolites in Tumor Progression and Cancer Therapy,2023,removed as duplicate,exact DOI match,W_329,WoS
S_538,Scopus,10.1186/s12943-021-01489-2,Combination strategies with PD-1/PD-L1 blockade: current advances and future directions,2022,removed as duplicate,exact DOI match,W_176,WoS
S_540,Scopus,10.17305/bjbms.2020.5016,Dysbiosis of gut microbiota in inflammatory bowel disease: Current therapies and potential for microbiota-modulating therapeutic approaches,2021,removed as duplicate,exact DOI match,W_234,WoS
S_542,Scopus,10.1080/19490976.2022.2134689,Gut bacterial extracellular vesicles: important players in regulating intestinal microenvironment,2022,removed as duplicate,exact DOI match,W_232,WoS
S_545,Scopus,10.1007/s00262-022-03285-3,Anti-PD-1 antibody-activated Th17 cells subvert re-invigoration of antitumor cytotoxic T-lymphocytes via myeloid cell-derived COX-2/PGE2,2023,removed as duplicate,exact DOI match,W_113,WoS
S_546,Scopus,10.1073/pnas.2205574119,Epithelial chemerin-CMKLR1 signaling restricts microbiota-driven colonic neutrophilia and tumorigenesis by up-regulating lactoperoxidase,2022,removed as duplicate,exact DOI match,W_561,WoS
S_547,Scopus,10.3390/cancers13143596,The next-generation of combination cancer immunotherapy: Epigenetic immunomodulators transmogrify immune training to enhance immunotherapy,2021,removed as duplicate,exact DOI match,W_566,WoS
S_548,Scopus,10.3390/cells12010138,The Cytokine Network in Colorectal Cancer: Implications for New Treatment Strategies,2023,removed as duplicate,exact DOI match,W_845,WoS
S_549,Scopus,10.5812/jjm-122386,Gut Microbial Profile in Patients with Pancreatic Cancer,2022,removed as duplicate,exact DOI match,W_317,WoS
S_551,Scopus,10.3389/fimmu.2023.1253064,Functions and mechanisms of lactylation in carcinogenesis and immunosuppression,2023,removed as duplicate,exact DOI match,W_800,WoS
S_552,Scopus,10.3389/fonc.2021.741376,"The Role of the Gut Microbiome in Pathogenesis, Biology, and Treatment of Plasma Cell Dyscrasias",2021,removed as duplicate,exact DOI match,W_221,WoS
S_554,Scopus,10.3390/biomedicines11010157,Pancreatic Cancer Resistance to Treatment: The Role of Microbiota,2023,removed as duplicate,exact DOI match,W_330,WoS
S_555,Scopus,10.1016/j.lfs.2022.120573,Cancer immunotherapy resistance: The impact of microbiome-derived short-chain fatty acids and other emerging metabolites,2022,removed as duplicate,exact DOI match,W_29,WoS
S_559,Scopus,10.1038/s41586-023-06026-3,Targeting PD-L2–RGMb overcomes microbiome-related immunotherapy resistance,2023,removed as duplicate,exact DOI match,W_81,WoS
S_560,Scopus,10.3390/pathogens12030468,Role of Gut Microbiota in Breast Cancer and Drug Resistance,2023,removed as duplicate,exact DOI match,W_334,WoS
S_561,Scopus,10.7150/jca.61618,The regulatory network of MicroRNA in the metabolism of colorectal cancer,2021,removed as duplicate,exact DOI match,W_656,WoS
S_562,Scopus,10.3389/fcell.2021.710165,Fusobacterium nucleatum Acts as a Pro-carcinogenic Bacterium in Colorectal Cancer: From Association to Causality,2021,removed as duplicate,exact DOI match,W_533,WoS
S_563,Scopus,10.1080/14737140.2021.1844007,The role of the microbiome in drug resistance in gastrointestinal cancers,2021,removed as duplicate,exact DOI match,W_246,WoS
S_566,Scopus,10.3389/fendo.2024.1396022,Effects of T2DM on cancer progression: pivotal precipitating factors and underlying mechanisms,2024,removed as duplicate,exact DOI match,W_857,WoS
S_568,Scopus,10.3390/cancers14102381,Immunotherapy and Microbiota for Targeting of Liver Tumor-Initiating Stem-like Cells,2022,removed as duplicate,exact DOI match,W_242,WoS
S_571,Scopus,10.3389/fonc.2022.924290,Autophagy: A Versatile Player in the Progression of Colorectal Cancer and Drug Resistance,2022,removed as duplicate,exact DOI match,W_505,WoS
S_572,Scopus,10.1007/s12079-022-00695-x,Role of interleukin-6-mediated inflammation in the pathogenesis of inflammatory bowel disease: focus on the available therapeutic approaches and gut microbiome,2023,removed as duplicate,exact DOI match,W_527,WoS
S_573,Scopus,10.1177/17588359231204854,Modulation of gut microbiota: a novel approach to enhancing the effects of immune checkpoint inhibitors,2023,removed as duplicate,exact DOI match,W_40,WoS
S_575,Scopus,10.3389/fimmu.2022.1032314,Predictive biomarkers of colon cancer immunotherapy: Present and future,2022,removed as duplicate,exact DOI match,W_87,WoS
S_577,Scopus,10.3390/ijms241310423,Biochemical Recurrence in Prostate Cancer Is Associated with the Composition of Lactobacillus: Microbiome Analysis of Prostatic Tissue,2023,removed as duplicate,exact DOI match,W_806,WoS
S_580,Scopus,10.1080/01635581.2023.2267779,Effects of Probiotics on Chemotherapy-induced Diarrhea,2023,removed as duplicate,exact DOI match,W_768,WoS
S_582,Scopus,10.3389/fonc.2021.784457,The Effect of Radiation and Chemoradiation Therapy on the Head and Neck Mucosal Microbiome: A Review,2021,removed as duplicate,exact DOI match,W_490,WoS
S_583,Scopus,10.1016/j.semcancer.2020.07.006,Microbiome dysbiosis in cancer: Exploring therapeutic strategies to counter the disease,2021,removed as duplicate,exact DOI match,W_258,WoS
S_589,Scopus,10.1159/000527422,New and Emerging Treatments for Inflammatory Bowel Disease,2023,removed as duplicate,exact DOI match,W_936,WoS
S_594,Scopus,10.1007/s12275-022-1533-1,Lactobacillus plantarum-derived metabolites sensitize the tumor-suppressive effects of butyrate by regulating the functional expression of SMCT1 in 5-FU-resistant colorectal cancer cells,2022,removed as duplicate,exact DOI match,W_401,WoS
S_597,Scopus,10.1016/j.bbcan.2022.188733,The huge clinical potential of microbiota in the treatment of pancreatic cancer: The next frontier,2022,removed as duplicate,exact DOI match,W_552,WoS
S_598,Scopus,10.1016/j.autrev.2021.103017,The influence of cytokines on the complex pathology of ulcerative colitis,2022,removed as duplicate,exact DOI match,W_962,WoS
S_599,Scopus,10.3892/ijo.2021.5281,Role of the microbiome in systemic therapy for pancreatic ductal adenocarcinoma (Review),2021,removed as duplicate,exact DOI match,W_264,WoS
S_600,Scopus,10.1002/bjs.12003,Influence of Klebsiella pneumoniae and quinolone treatment on prognosis in patients with pancreatic cancer,2021,removed as duplicate,exact DOI match,W_935,WoS
S_601,Scopus,10.1016/j.tranon.2023.101788,Tumor mutation burden in the prognosis and response of lung cancer patients to immune-checkpoint inhibition therapies,2023,removed as duplicate,exact DOI match,W_187,WoS
S_604,Scopus,10.3389/fonc.2022.1002589,Gut microbiota changes and biological mechanism in hepatocellular carcinoma after transarterial chemoembolization treatment,2022,removed as duplicate,exact DOI match,W_288,WoS
S_606,Scopus,10.1126/science.abf3363,Fecal microbiota transplant overcomes resistance to anti-PD-1 therapy in melanoma patients,2021,removed as duplicate,exact DOI match,W_227,WoS
S_607,Scopus,10.1111/all.14632,Advances and novel developments in mechanisms of allergic inflammation,2020,removed as duplicate,exact DOI match,W_899,WoS
S_608,Scopus,10.3390/molecules27248810,Natural Polyphenols for Treatment of Colorectal Cancer,2022,removed as duplicate,exact DOI match,W_573,WoS
S_609,Scopus,10.1136/gutjnl-2020-321031,"Ginseng polysaccharides alter the gut microbiota and kynurenine/tryptophan ratio, potentiating the antitumour effect of antiprogrammed cell death 1/programmed cell death ligand 1 (anti-PD-1/PD-L1) immunotherapy",2022,removed as duplicate,exact DOI match,W_385,WoS
S_612,Scopus,10.3390/cancers15225385,Stem Cell Origin of Cancer: Clinical Implications for Cancer Immunity and Immunotherapy,2023,removed as duplicate,exact DOI match,W_864,WoS
S_613,Scopus,10.3390/cancers14194796,Intestinal Microbiota: The Driving Force behind Advances in Cancer Immunotherapy,2022,removed as duplicate,exact DOI match,W_51,WoS
S_614,Scopus,10.3390/cancers14030675,Systemic Effects Reflected in Specific Biomarker Patterns Are Instrumental for the Paradigm Change in Prostate Cancer Management: A Strategic Paper,2022,removed as duplicate,exact DOI match,W_906,WoS
S_615,Scopus,10.3390/cancers14153811,Local Breast Microbiota: A “New” Player on the Block,2022,removed as duplicate,exact DOI match,W_153,WoS
S_616,Scopus,10.3390/cancers15072101,The Role of the Gut Microbiome in Cancer Immunotherapy: Current Knowledge and Future Directions,2023,removed as duplicate,exact DOI match,W_35,WoS
S_617,Scopus,10.3389/fimmu.2021.757836,Recent Metabolic Advances for Preventing and Treating Acute and Chronic Graft Versus Host Disease,2021,removed as duplicate,exact DOI match,W_816,WoS
S_618,Scopus,10.1186/s12879-023-08766-z,Adult zebrafish infected by clinically isolated Klebsiella pneumoniae with different virulence showed increased intestinal inflammation and disturbed intestinal microbial biodiversity,2023,removed as duplicate,exact DOI match,W_810,WoS
S_622,Scopus,10.3390/ijms22105246,Heterogeneity of colorectal cancer progression: Molecular gas and brakes,2021,removed as duplicate,exact DOI match,W_735,WoS
S_624,Scopus,10.1038/s41418-021-00753-8,Multifaceted modes of action of the anticancer probiotic Enterococcus hirae,2021,removed as duplicate,exact DOI match,W_488,WoS
S_625,Scopus,10.4014/jmb.2408.08026,Innovative Bacterial Therapies and Genetic Engineering Approaches in Colorectal Cancer: A Review of Emerging Strategies and Clinical Implications,2024,removed as duplicate,exact DOI match,W_612,WoS
S_626,Scopus,10.1038/s41698-021-00142-x,A tumor microenvironment-specific gene expression signature predicts chemotherapy resistance in colorectal cancer patients,2021,removed as duplicate,exact DOI match,W_632,WoS
S_627,Scopus,10.3390/app12094094,Understanding the Role of the Microbiome in Cancer Diagnostics and Therapeutics by Creating and Utilizing ML Models,2022,removed as duplicate,exact DOI match,W_337,WoS
S_628,Scopus,10.3389/fmicb.2023.1107976,Current evidence and clinical relevance of drug-microbiota interactions in inflammatory bowel disease,2023,removed as duplicate,exact DOI match,W_290,WoS
S_630,Scopus,10.1080/17474124.2022.2032662,Cytomegalovirus in ulcerative colitis: an evidence-based approach to diagnosis and treatment,2022,removed as duplicate,exact DOI match,W_741,WoS
S_631,Scopus,10.6133/apjcn.202406_33(2).0002,Role of dietary nutrients and metabolism in colorectal cancer,2024,removed as duplicate,exact DOI match,W_811,WoS
S_634,Scopus,10.1016/j.biopha.2022.113081,Xihuang Pill enhances anticancer effect of anlotinib by regulating gut microbiota composition and tumor angiogenesis pathway,2022,removed as duplicate,exact DOI match,W_503,WoS
S_635,Scopus,10.1097/cji.0000000000000357,Gutting it Out: Developing Effective Immunotherapies for Patients with Colorectal Cancer,2021,removed as duplicate,exact DOI match,W_144,WoS
S_637,Scopus,10.3389/fcimb.2022.938608,Relationship between Helicobacter pylori infection and gastrointestinal microecology,2022,removed as duplicate,exact DOI match,W_682,WoS
S_638,Scopus,10.1016/j.apsb.2020.12.021,"Polyoxypregnanes as safe, potent, and specific ABCB1-inhibitory pro-drugs to overcome multidrug resistance in cancer chemotherapy in vitro and in vivo",2021,removed as duplicate,exact DOI match,W_372,WoS
S_639,Scopus,10.1016/j.drup.2022.100864,"Role of drug catabolism, modulation of oncogenic signaling and tumor microenvironment in microbe-mediated pancreatic cancer chemoresistance",2022,removed as duplicate,exact DOI match,W_458,WoS
S_642,Scopus,10.1002/adma.202302551,Inhalable Capsular Polysaccharide-Camouflaged Gallium-Polyphenol Nanoparticles Enhance Lung Cancer Chemotherapy by Depleting Local Lung Microbiota,2023,removed as duplicate,exact DOI match,W_491,WoS
S_645,Scopus,10.1111/1759-7714.15096,The role of microbiota in esophageal squamous cell carcinoma: A review of the literature,2023,removed as duplicate,exact DOI match,W_309,WoS
S_646,Scopus,10.19852/j.cnki.jtcm.20230328.002,"Therapy of replenishing Yin and regulating Yang for manic episode in bipolar disorder: study protocol for a prospective, double-blind, randomized controlled trial",2023,removed as duplicate,exact DOI match,W_752,WoS
S_648,Scopus,10.1186/s13046-023-02787-x,"Role of the DEAD-box RNA helicase DDX5 (p68) in cancer DNA repair, immune suppression, cancer metabolic control, virus infection promotion, and human microbiome (microbiota) negative influence",2023,removed as duplicate,exact DOI match,W_766,WoS
S_649,Scopus,10.3389/fvets.2021.758379,Immunotherapy With Egg Yolk Eimeria sp.-Specific Immunoglobulins in SPF Leghorn Chicks Elicits Successful Protection Against Eimeria tenella Infection,2021,removed as duplicate,exact DOI match,W_961,WoS
S_650,Scopus,10.1126/science.abb5920,Fecal microbiota transplant promotes response in immunotherapy-refractory melanoma patients,2021,removed as duplicate,exact DOI match,W_226,WoS
S_651,Scopus,10.3390/cancers15133468,The Hippo Pathway Effectors YAP/TAZ-TEAD Oncoproteins as Emerging Therapeutic Targets in the Tumor Microenvironment,2023,removed as duplicate,exact DOI match,W_626,WoS
S_656,Scopus,10.3389/fimmu.2022.804597,Holistic Approach to Immune Checkpoint Inhibitor-Related Adverse Events,2022,removed as duplicate,exact DOI match,W_44,WoS
S_657,Scopus,10.1177/17588359221122714,The role of gut microbiome in immune modulation in metastatic renal cell carcinoma,2022,removed as duplicate,exact DOI match,W_38,WoS
S_658,Scopus,10.4251/wjgo.v15.i5.713,Intratumour microbiome of pancreatic cancer,2023,removed as duplicate,exact DOI match,W_588,WoS
S_659,Scopus,10.3390/cancers14225482,Research Trend and Detailed Insights into the Molecular Mechanisms of Food Bioactive Compounds against Cancer: A Comprehensive Review with Special Emphasis on Probiotics,2022,removed as duplicate,exact DOI match,W_925,WoS
S_662,Scopus,10.1007/s12275-021-0562-5,GABA-producing Lactobacillus plantarum inhibits metastatic properties and induces apoptosis of 5-FU-resistant colorectal cancer cells via GABAB receptor signaling,2021,removed as duplicate,exact DOI match,W_185,WoS
S_663,Scopus,10.1002/cam4.6298,Potential role of intratumor bacteria outside the gastrointestinal tract: More than passengers,2023,removed as duplicate,exact DOI match,W_473,WoS
S_665,Scopus,10.3390/ijms242316888,Bile Microbiome Signatures Associated with Pancreatic Ductal Adenocarcinoma Compared to Benign Disease: A UK Pilot Study,2023,removed as duplicate,exact DOI match,W_715,WoS
S_668,Scopus,10.4252/wjsc.v15.i5.281,How the interplay among the tumor microenvironment and the gut microbiota influences the stemness of colorectal cancer cells,2023,removed as duplicate,exact DOI match,W_217,WoS
S_669,Scopus,10.7150/thno.70754,Microbial metabolite restricts 5-fluorouracil-resistant colonic tumor progression by sensitizing drug transporters via regulation of FOXO3-FOXM1 axis,2022,removed as duplicate,exact DOI match,W_577,WoS
S_671,Scopus,10.1016/j.cmet.2022.11.013,Microenvironmental ammonia enhances T cell exhaustion in colorectal cancer,2023,removed as duplicate,exact DOI match,W_675,WoS
S_673,Scopus,10.1002/advs.202105523,Abundance and Metabolism Disruptions of Intratumoral Microbiota by Chemical and Physical Actions Unfreeze Tumor Treatment Resistance,2022,removed as duplicate,exact DOI match,W_322,WoS
S_676,Scopus,10.4251/wjgo.v16.i12.4565,Unraveling the role of cancer-associated fibroblasts in colorectal cancer,2024,removed as duplicate,exact DOI match,W_644,WoS
S_677,Scopus,10.3390/ijms24054997,Microbiota-Derived Natural Products Targeting Cancer Stem Cells: Inside the Gut Pharma Factory,2023,removed as duplicate,exact DOI match,W_445,WoS
S_678,Scopus,10.1016/j.nut.2022.111787,"Interplay of gut microbiome, fatty acids, and the endocannabinoid system in regulating development, progression, immunomodulation, and chemoresistance of cancer",2022,removed as duplicate,exact DOI match,W_107,WoS
S_681,Scopus,10.1136/jitc-2022-004717,Complement downregulation promotes an inflammatory signature that renders colorectal cancer susceptible to immunotherapy,2022,removed as duplicate,exact DOI match,W_785,WoS
S_682,Scopus,10.1186/s40001-023-01179-3,Roxadustat alleviates the inflammatory status in patients receiving maintenance hemodialysis with erythropoiesis-stimulating agent resistance by increasing the short-chain fatty acids producing gut bacteria,2023,removed as duplicate,exact DOI match,W_453,WoS
S_685,Scopus,10.3389/fonc.2022.932709,Lung microbiome in children with hematological malignancies and lower respiratory tract infections,2022,removed as duplicate,exact DOI match,W_653,WoS
S_686,Scopus,10.1186/s13578-023-01135-y,The impact of the gut microbiome on tumor immunotherapy: from mechanism to application strategies,2023,removed as duplicate,exact DOI match,W_142,WoS
S_687,Scopus,10.1007/s12094-021-02637-2,Mechanisms of primary and acquired resistance to PD-1/PD-L1 blockade and the emerging role of gut microbiome,2021,removed as duplicate,exact DOI match,W_243,WoS
S_689,Scopus,10.3390/ijms22126262,Metabolic reprogramming of colorectal cancer cells and the microenvironment: Implication for therapy,2021,removed as duplicate,exact DOI match,W_305,WoS
S_691,Scopus,10.1007/s00432-022-04546-5,Gut microbiota: a potential target for improved cancer therapy,2023,removed as duplicate,exact DOI match,W_254,WoS
S_692,Scopus,10.1080/13102818.2021.1953400,Negative impact of antibiotic administration on the clinical activity in patients with advanced gastric cancer,2021,removed as duplicate,exact DOI match,W_465,WoS
S_694,Scopus,10.1016/j.ejmech.2022.114915,Natural quinazolinones: From a treasure house to promising anticancer leads,2023,removed as duplicate,exact DOI match,W_429,WoS
S_695,Scopus,10.3390/biomedicines11051319,"Obesity, the Adipose Organ and Cancer in Humans: Association or Causation?",2023,removed as duplicate,exact DOI match,W_725,WoS
S_698,Scopus,10.3389/fimmu.2023.1230681,Deciphering the mechanism of Peptostreptococcus anaerobius-induced chemoresistance in colorectal cancer: the important roles of MDSC recruitment and EMT activation,2023,removed as duplicate,exact DOI match,W_524,WoS
S_699,Scopus,10.1016/j.eclinm.2023.102315,"Fecal microbiota transplantation plus tislelizumab and fruquintinib in refractory microsatellite stable metastatic colorectal cancer: an open-label, single-arm, phase II trial (RENMIN-215)",2023,removed as duplicate,exact DOI match,W_447,WoS
S_700,Scopus,10.1126/scitranslmed.abq4006,Microbiome alteration via fecal microbiota transplantation is effective for refractory immune checkpoint inhibitor–induced colitis,2023,removed as duplicate,exact DOI match,W_105,WoS
S_701,Scopus,10.3390/cancers13184623,A perspective on the role of microbiome for colorectal cancer treatment,2021,removed as duplicate,exact DOI match,W_277,WoS
S_705,Scopus,10.3389/fphar.2021.736627,Albuca Bracteate Polysaccharides Synergistically Enhance the Anti-Tumor Efficacy of 5-Fluorouracil Against Colorectal Cancer by Modulating β-Catenin Signaling and Intestinal Flora,2021,removed as duplicate,exact DOI match,W_361,WoS
S_706,Scopus,10.3389/fimmu.2023.1133308,Tumor microenvironment-mediated immune evasion in hepatocellular carcinoma,2023,removed as duplicate,exact DOI match,W_186,WoS
S_707,Scopus,10.3390/ijms231710104,Roles of Antimicrobial Peptides in Gynecological Cancers,2022,removed as duplicate,exact DOI match,W_895,WoS
S_708,Scopus,10.3390/cancers14246111,Sodium New Houttuyfonate Inhibits Cancer-Promoting Fusobacterium nucleatum (Fn) to Reduce Colorectal Cancer Progression,2022,removed as duplicate,exact DOI match,W_826,WoS
S_709,Scopus,10.1039/d3tb01805a,Genetically engineered bacteria: a new frontier in targeted drug delivery,2023,removed as duplicate,exact DOI match,W_861,WoS
S_712,Scopus,10.1186/s13071-022-05418-0,Higher amoebic and metronidazole resistant forms of Blastocystis sp. seen in schizophrenic patients,2022,removed as duplicate,exact DOI match,W_617,WoS
S_714,Scopus,10.3390/ijms24021294,Shaping the Future of Immunotherapy Targets and Biomarkers in Melanoma and Non-Melanoma Cutaneous Cancers,2023,removed as duplicate,exact DOI match,W_406,WoS
S_716,Scopus,10.1016/j.ejca.2023.112948,Faecal microbiota composition is related to response to CDK4/6-inhibitors in metastatic breast cancer: A prospective cross-sectional exploratory study,2023,removed as duplicate,exact DOI match,W_291,WoS
S_723,Scopus,10.3390/biomedicines12010227,Overcoming Microbiome-Acquired Gemcitabine Resistance in Pancreatic Ductal Adenocarcinoma,2024,removed as duplicate,exact DOI match,W_370,WoS
S_724,Scopus,10.1016/j.biopha.2022.113163,"Butyrate, a postbiotic of intestinal bacteria, affects pancreatic cancer and gemcitabine response in in vitro and in vivo models",2022,removed as duplicate,exact DOI match,W_450,WoS
S_727,Scopus,10.3390/ijms23052847,Challenges of the Immunotherapy: Perspectives and Limitations of the Immune Checkpoint Inhibitor Treatment,2022,removed as duplicate,exact DOI match,W_13,WoS
S_728,Scopus,10.3389/fgene.2022.925338,Pyroptosis-Related Signature as Potential Biomarkers for Predicting Prognosis and Therapy Response in Colorectal Cancer Patients,2022,removed as duplicate,exact DOI match,W_789,WoS
S_729,Scopus,10.1126/sciimmunol.abn0704,The microbiome-derived metabolite TMAO drives immune activation and boosts responses to immune checkpoint blockade in pancreatic cancer,2022,removed as duplicate,exact DOI match,W_183,WoS
S_730,Scopus,10.3389/fimmu.2022.947407,Immune features of the peritumoral stroma in pancreatic ductal adenocarcinoma,2022,removed as duplicate,exact DOI match,W_971,WoS
S_732,Scopus,10.3389/fphar.2023.1120616,Potential of natural flavonols and flavanones in the treatment of ulcerative colitis,2023,removed as duplicate,exact DOI match,W_848,WoS
S_733,Scopus,10.1186/s10020-020-00234-7,The roles of the gut microbiota–miRNA interaction in the host pathophysiology,2020,removed as duplicate,exact DOI match,W_428,WoS
S_736,Scopus,10.1016/j.trecan.2022.07.002,Inflammation: the incubator of the tumor microenvironment,2022,removed as duplicate,exact DOI match,W_625,WoS
